chart_id	source_id	source_label	target_id	target_label	edge_label	edge_type	confidence	rule_applied	rationale
ecoli_sigma_factor_competition	AW	Nitrogen-Regulated Promoters	AZ	Promoter<br/>Recognition?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	AX	Envelope Stress Promoters	AZ	Promoter<br/>Recognition?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	AY	Iron Transport Promoters	AZ	Promoter<br/>Recognition?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	AZ	Promoter<br/>Recognition?	ANDGATE1	Holoenzyme AND<br/>Cognate Promoter?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	BA	Open Complex Formation	BB	Transcription Initiation		proceeds	med	none	pathway/state advances
ecoli_sigma_factor_competition	BB	Transcription Initiation	BC	Which Program<br/>Activated?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	BC	Which Program<br/>Activated?	BD	Housekeeping Genes	σ70	activates	high	2	Rule2 gate outcome σ70 -> activates
ecoli_sigma_factor_competition	BC	Which Program<br/>Activated?	BE	Stress Response Genes	σ38	activates	med	none	activation enables downstream process
ecoli_sigma_factor_competition	BC	Which Program<br/>Activated?	BF	Heat Shock Genes	σ32	activates	high	2	Rule2 gate outcome σ32 -> activates
ecoli_sigma_factor_competition	BC	Which Program<br/>Activated?	BG	Nitrogen Metabolism Genes	σ54	activates	high	2	Rule2 gate outcome σ54 -> activates
ecoli_sigma_factor_competition	BC	Which Program<br/>Activated?	BH	Envelope Stress Genes	σ24	activates	high	2	Rule2 gate outcome σ24 -> activates
ecoli_sigma_factor_competition	BC	Which Program<br/>Activated?	BI	Iron Transport Genes	σ19	proceeds	med	none	pathway/state advances
ecoli_sigma_factor_competition	BD	Housekeeping Genes	BJ	Normal Growth		proceeds	med	none	unlabeled process step
ecoli_sigma_factor_competition	BE	Stress Response Genes	BK	Survival in Stationary Phase		proceeds	med	none	unlabeled process step
ecoli_sigma_factor_competition	BF	Heat Shock Genes	BL	Protein Folding Capacity		proceeds	med	none	unlabeled process step
ecoli_sigma_factor_competition	BG	Nitrogen Metabolism Genes	BM	Nitrogen Assimilation		proceeds	med	none	unlabeled process step
ecoli_sigma_factor_competition	BH	Envelope Stress Genes	BN	Envelope Homeostasis		proceeds	med	none	unlabeled process step
ecoli_sigma_factor_competition	BI	Iron Transport Genes	BO	Iron Acquisition		proceeds	med	none	pathway/state advances
ecoli_sigma_factor_competition	BJ	Normal Growth	BP	Growth Conditions<br/>Change?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	BK	Survival in Stationary Phase	BP	Growth Conditions<br/>Change?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	BL	Protein Folding Capacity	BP	Growth Conditions<br/>Change?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	BM	Nitrogen Assimilation	BP	Growth Conditions<br/>Change?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	BN	Envelope Homeostasis	BP	Growth Conditions<br/>Change?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	BO	Iron Acquisition	BP	Growth Conditions<br/>Change?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	BP	Growth Conditions<br/>Change?	BQ	Sigma Factor Rebalancing	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_sigma_factor_competition	BQ	Sigma Factor Rebalancing	M	σ70 RpoD Synthesis		proceeds	med	none	unlabeled process step
ecoli_sigma_factor_competition	M	σ70 RpoD Synthesis	S	σ70 Pool High		produces	med	none	material production/appearance
ecoli_sigma_factor_competition	S	σ70 Pool High	Y	Anti-Sigma<br/>Factors?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	Y	Anti-Sigma<br/>Factors?	Z	Free σ70	None	represses	high	2	Rule2 checkpoint outcome None -> represses
ecoli_sigma_factor_competition	Z	Free σ70	AI	Competition for Core		proceeds	med	none	unlabeled process step
ecoli_sos_response	AC	DNA Repair Pathways?	AD	UvrABC Endonuclease	Excision Repair	proceeds	med	none	pathway/state advances
ecoli_sos_response	AC	DNA Repair Pathways?	AE	RecA RecBCD RecN	Recombinational Repair	proceeds	med	none	pathway/state advances
ecoli_sos_response	AD	UvrABC Endonuclease	AG	Damage Recognition UvrA2B		proceeds	med	none	unlabeled process step
ecoli_sos_response	AE	RecA RecBCD RecN	AM	Homologous Recombination		proceeds	med	none	unlabeled process step
ecoli_sos_response	AG	Damage Recognition UvrA2B	AH	Dual Incision UvrC		proceeds	med	none	unlabeled process step
ecoli_sos_response	AH	Dual Incision UvrC	AI	UvrD Helicase		proceeds	med	none	unlabeled process step
ecoli_sos_response	AI	UvrD Helicase	AJ	Gap Filling Pol I		proceeds	med	none	unlabeled process step
ecoli_sos_response	AJ	Gap Filling Pol I	AK	Ligase Sealing		proceeds	med	none	unlabeled process step
ecoli_sos_response	AK	Ligase Sealing	AL	Repaired DNA		proceeds	med	none	unlabeled process step
ecoli_sos_response	AL	Repaired DNA	BD	DNA Damage Resolved?		proceeds	high	none	process feeds decision gate
ecoli_sos_response	AM	Homologous Recombination	AN	RecBCD Resection		proceeds	med	none	unlabeled process step
ecoli_sos_response	AN	RecBCD Resection	AO	RecA-Mediated Strand Invasion		proceeds	med	none	unlabeled process step
ecoli_sos_response	AO	RecA-Mediated Strand Invasion	AP	Holiday Junction Formation		proceeds	med	none	unlabeled process step
ecoli_sos_response	AP	Holiday Junction Formation	AQ	RuvABC Resolution		proceeds	med	none	unlabeled process step
ecoli_sos_response	AQ	RuvABC Resolution	AL	Repaired DNA		proceeds	med	none	unlabeled process step
ecoli_sos_response	AV	Error-Prone Repair?	AW	Translesion Synthesis	UmuDC Pol V	activates	high	2	Rule2 gate outcome UmuDC Pol V -> activates
ecoli_sos_response	AV	Error-Prone Repair?	AX	Lesion Bypass	DinB Pol IV	activates	high	2	Rule2 gate outcome DinB Pol IV -> activates
ecoli_sos_response	AW	Translesion Synthesis	AY	Mutagenic Bypass?		proceeds	high	none	process feeds decision gate
ecoli_sos_response	AX	Lesion Bypass	AY	Mutagenic Bypass?		proceeds	high	none	process feeds decision gate
ecoli_sos_response	AY	Mutagenic Bypass?	AZ	Replication Restart	Successful	activates	med	2	Rule2 named-factor gate branch enables
ecoli_sos_response	AZ	Replication Restart	BD	DNA Damage Resolved?		proceeds	high	none	process feeds decision gate
ecoli_sos_response	BD	DNA Damage Resolved?	F	ssDNA Accumulation	No	represses	high	2	Rule2 checkpoint outcome No -> represses
ecoli_sos_response	F	ssDNA Accumulation	H	SSB Protein Binding		proceeds	med	none	unlabeled process step
ecoli_sos_response	H	SSB Protein Binding	I	RecA Protein		proceeds	med	none	unlabeled process step
ecoli_sos_response	I	RecA Protein	J	RecA Loading?		proceeds	high	none	process feeds decision gate
ecoli_sos_response	J	RecA Loading?	K	RecA-ssDNA Filament	RecFOR Pathway	activates	high	2	Rule2 gate outcome RecFOR Pathway -> activates
ecoli_sos_response	J	RecA Loading?	L	RecA Loading at DSBs	RecBCD Pathway	activates	high	2	Rule2 gate outcome RecBCD Pathway -> activates
ecoli_sos_response	K	RecA-ssDNA Filament	M	Active RecA Nucleoprotein		proceeds	med	none	unlabeled process step
ecoli_sos_response	L	RecA Loading at DSBs	M	Active RecA Nucleoprotein		proceeds	med	none	unlabeled process step
ecoli_sos_response	M	Active RecA Nucleoprotein	N	LexA Repressor		proceeds	med	none	unlabeled process step
ecoli_sos_response	N	LexA Repressor	O	LexA Auto-Cleavage?		proceeds	high	none	process feeds decision gate
ecoli_sos_response	O	LexA Auto-Cleavage?	P	LexA Cleavage	RecA-Stimulated	activates	high	2	Rule2 gate outcome RecA-Stimulated -> activates
ecoli_sos_response	P	LexA Cleavage	S	LexA Degradation		proceeds	med	none	unlabeled process step
ecoli_sos_response	S	LexA Degradation	T	Derepression of SOS Regulon		proceeds	med	none	unlabeled process step
ecoli_sos_response	T	Derepression of SOS Regulon	U	SOS Gene Expression?		produces	high	3	Rule3 expression yields own machinery
ecoli_sos_response	U	SOS Gene Expression?	V	recA lexA	Early Genes	activates	high	2	Rule2 gate outcome Early Genes -> activates
ecoli_sos_response	U	SOS Gene Expression?	W	uvrABC recN dinI	Middle Genes	activates	high	2	Rule2 gate outcome Middle Genes -> activates
ecoli_sos_response	U	SOS Gene Expression?	X	umuDC sulA	Late Genes	activates	high	2	Rule2 gate outcome Late Genes -> activates
ecoli_sos_response	V	recA lexA	Y	Enhanced RecA Production		proceeds	med	none	unlabeled process step
ecoli_sos_response	W	uvrABC recN dinI	AC	DNA Repair Pathways?		proceeds	high	none	process feeds decision gate
ecoli_sos_response	X	umuDC sulA	AV	Error-Prone Repair?		proceeds	high	none	process feeds decision gate
ecoli_sos_response	Y	Enhanced RecA Production	Z	Positive Feedback Loop		proceeds	med	none	unlabeled process step
ecoli_sos_response	Z	Positive Feedback Loop	M	Active RecA Nucleoprotein		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	AA	6 NADPH + SO3	AB	Sulfide + H2O		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	AB	Sulfide + H2O	X	Free Sulfide		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	AJ	Sulfide S2-	AK	OR: Which<br/>Synthase?		proceeds	high	none	process feeds decision gate
ecoli_sulfur_metabolism	AK	OR: Which<br/>Synthase?	AL	CysK O-Acetylserine Sulfhydrylase	CysK - Major	activates	high	2	Rule2 gate outcome CysK - Major -> activates
ecoli_sulfur_metabolism	AK	OR: Which<br/>Synthase?	AM	CysM O-Acetylserine Sulfhydrylase	CysM - Minor	activates	high	2	Rule2 gate outcome CysM - Minor -> activates
ecoli_sulfur_metabolism	AL	CysK O-Acetylserine Sulfhydrylase	AN	OAS + S2- → Cysteine		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	AM	CysM O-Acetylserine Sulfhydrylase	AN	OAS + S2- → Cysteine		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	AN	OAS + S2- → Cysteine	AO	L-Cysteine		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	AO	L-Cysteine	BR	{AND: High Cysteine<br/>AND CysB?		proceeds	high	none	process feeds decision gate
ecoli_sulfur_metabolism	AS	CysB Binds N-Acetylserine	AT	CysB-DNA Complex		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	AT	CysB-DNA Complex	AU	cys Operon Activation		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	AU	cys Operon Activation	AV	CysPUWA/CysD/CysH/CysIJ Expression		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	AV	CysPUWA/CysD/CysH/CysIJ Expression	G	CysPUWA ABC Transporter		proceeds	med	none	pathway/state advances
ecoli_sulfur_metabolism	BR	{AND: High Cysteine<br/>AND CysB?	AS	CysB Binds N-Acetylserine	No	represses	high	2	Rule2 checkpoint outcome No -> represses
ecoli_sulfur_metabolism	G	CysPUWA ABC Transporter	H	AND: ATP + Periplasmic<br/>Binding Protein?		proceeds	high	none	process feeds decision gate
ecoli_sulfur_metabolism	H	AND: ATP + Periplasmic<br/>Binding Protein?	J	Sulfate Transported	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_sulfur_metabolism	J	Sulfate Transported	K	Cytoplasmic Sulfate		proceeds	med	none	pathway/state advances
ecoli_sulfur_metabolism	K	Cytoplasmic Sulfate	L	CysD ATP Sulfurylase		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	L	CysD ATP Sulfurylase	M	Sulfate + ATP		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	M	Sulfate + ATP	N	Adenosine 5'-Phosphosulfate APS		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	N	Adenosine 5'-Phosphosulfate APS	O	PPi Released		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	O	PPi Released	P	CysH APS Reductase		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	P	CysH APS Reductase	Q	AND: Thioredoxin<br/>Reduced?		proceeds	high	none	process feeds decision gate
ecoli_sulfur_metabolism	Q	AND: Thioredoxin<br/>Reduced?	S	APS → Sulfite + AMP	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_sulfur_metabolism	S	APS → Sulfite + AMP	T	SO3 2-		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	T	SO3 2-	Y	CysIJ Sulfite Reductase		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	X	Free Sulfide	AJ	Sulfide S2-		proceeds	med	none	unlabeled process step
ecoli_sulfur_metabolism	Y	CysIJ Sulfite Reductase	Z	AND: NADPH + Siroheme<br/>Cofactor?		proceeds	high	none	process feeds decision gate
ecoli_sulfur_metabolism	Z	AND: NADPH + Siroheme<br/>Cofactor?	AA	6 NADPH + SO3	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_transcription_elongation	A10	Two-metal-ion catalysis in active site	A11	Phosphodiester bond formed		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A11	Phosphodiester bond formed	A12	RNA extended by one nucleotide		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A12	RNA extended by one nucleotide	A13	Pyrophosphate PPi released		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A13	Pyrophosphate PPi released	A14	Trigger loop opens - post-catalytic state		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A14	Trigger loop opens - post-catalytic state	A15	Translocation successful?		proceeds	high	none	process feeds decision gate
ecoli_transcription_elongation	A15	Translocation successful?	A16	RNAP translocates forward 1 bp	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_transcription_elongation	A15	Translocation successful?	A17	RNAP backtracks - 3' end leaves active site	Backtrack	activates	med	2	Rule2 named-factor gate branch enables
ecoli_transcription_elongation	A16	RNAP translocates forward 1 bp	A24	DNA translocated through RNAP		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A17	RNAP backtracks - 3' end leaves active site	A18	GreA or GreB present?		proceeds	high	none	process feeds decision gate
ecoli_transcription_elongation	A18	GreA or GreB present?	A19	GreA/GreB binds secondary channel	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_transcription_elongation	A19	GreA/GreB binds secondary channel	A21	GreA/GreB activates RNAP cleavage activity		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A21	GreA/GreB activates RNAP cleavage activity	A22	RNA 3' end cleaved - 2-3 nt removed GreA or 10+ nt GreB		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A22	RNA 3' end cleaved - 2-3 nt removed GreA or 10+ nt GreB	A23	New 3' end repositioned in active site		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A23	New 3' end repositioned in active site	A16	RNAP translocates forward 1 bp		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A24	DNA translocated through RNAP	A25	Downstream DNA unwound into bubble		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A25	Downstream DNA unwound into bubble	A26	Upstream DNA rewound behind RNAP		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A26	Upstream DNA rewound behind RNAP	A27	RNA-DNA hybrid slides forward maintaining 9 bp		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A27	RNA-DNA hybrid slides forward maintaining 9 bp	A28	Pause signal encountered?		proceeds	high	none	process feeds decision gate
ecoli_transcription_elongation	A28	Pause signal encountered?	A29	Normal elongation continues	No pause signal	represses	high	2	Rule2 checkpoint outcome No pause signal -> represses
ecoli_transcription_elongation	A28	Pause signal encountered?	A30	RNA hairpin forms in exit channel	Hairpin pause	activates	high	2	Rule2 gate outcome Hairpin pause -> activates
ecoli_transcription_elongation	A28	Pause signal encountered?	A31	Sequence-specific pause - weak RNA-DNA hybrid	Elemental pause	activates	high	2	Rule2 gate outcome Elemental pause -> activates
ecoli_transcription_elongation	A28	Pause signal encountered?	A32	His-pause or other backtrack signal	Backtrack pause	activates	high	2	Rule2 gate outcome Backtrack pause -> activates
ecoli_transcription_elongation	A29	Normal elongation continues	A43	Termination signal encountered?		proceeds	high	none	process feeds decision gate
ecoli_transcription_elongation	A30	RNA hairpin forms in exit channel	A33	Hairpin stabilizes paused state		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A31	Sequence-specific pause - weak RNA-DNA hybrid	A34	Weak hybrid allows fraying		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A32	His-pause or other backtrack signal	A17	RNAP backtracks - 3' end leaves active site		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A33	Hairpin stabilizes paused state	A35	Antitermination factors present?		proceeds	high	none	process feeds decision gate
ecoli_transcription_elongation	A34	Weak hybrid allows fraying	A35	Antitermination factors present?		proceeds	high	none	process feeds decision gate
ecoli_transcription_elongation	A35	Antitermination factors present?	A36	NusA binds RNAP and RNA	NusA present	activates	high	2	Rule2 checkpoint outcome NusA present -> activates
ecoli_transcription_elongation	A35	Antitermination factors present?	A37	NusG binds RNAP clamp	NusG present	activates	high	2	Rule2 checkpoint outcome NusG present -> activates
ecoli_transcription_elongation	A35	Antitermination factors present?	A38	Extended pause	No factors	represses	high	2	Rule2 checkpoint outcome No factors -> represses
ecoli_transcription_elongation	A36	NusA binds RNAP and RNA	A39	NusA can stabilize OR suppress pause depending on context		activates	med	none	binding stabilizes capacity
ecoli_transcription_elongation	A37	NusG binds RNAP clamp	A40	NusG suppresses pausing - processivity factor		induces	med	none	effector as signal to sensor
ecoli_transcription_elongation	A38	Extended pause	A47	Rho helicase present?		proceeds	high	none	process feeds decision gate
ecoli_transcription_elongation	A39	NusA can stabilize OR suppress pause depending on context	A41	Which NusA function?		proceeds	high	none	process feeds decision gate
ecoli_transcription_elongation	A4	RNA 3' end positioned in active site	A5	NTP substrate available?		proceeds	high	none	process feeds decision gate
ecoli_transcription_elongation	A40	NusG suppresses pausing - processivity factor	A42	Pause released		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A41	Which NusA function?	A38	Extended pause	Pause stabilization	activates	high	2	Rule2 gate outcome Pause stabilization -> activates
ecoli_transcription_elongation	A41	Which NusA function?	A42	Pause released	Pause suppression	activates	high	2	Rule2 gate outcome Pause suppression -> activates
ecoli_transcription_elongation	A42	Pause released	A29	Normal elongation continues		proceeds	med	none	pathway/state advances
ecoli_transcription_elongation	A43	Termination signal encountered?	A44	Continue elongation cycle	No	represses	high	2	Rule2 checkpoint outcome No -> represses
ecoli_transcription_elongation	A44	Continue elongation cycle	A4	RNA 3' end positioned in active site		proceeds	med	none	pathway/state advances
ecoli_transcription_elongation	A47	Rho helicase present?	A49	Pause eventually releases or terminates	No or rut covered by ribosome	represses	high	2	Rule2 checkpoint outcome No or rut covered by ribosome -> represses
ecoli_transcription_elongation	A49	Pause eventually releases or terminates	A52	Context-dependent outcome		proceeds	high	none	process feeds decision gate
ecoli_transcription_elongation	A5	NTP substrate available?	A6	NTP binds in i+1 site	Yes - correct NTP	activates	high	2	Rule2 checkpoint outcome Yes - correct NTP -> activates
ecoli_transcription_elongation	A5	NTP substrate available?	A7	Weak binding - rapid dissociation	Incorrect NTP	activates	high	2	Rule2 gate outcome Incorrect NTP -> activates
ecoli_transcription_elongation	A5	NTP substrate available?	Wait1	RNAP pauses waiting for NTP	No NTP	activates	high	2	Rule2 checkpoint outcome No NTP -> activates
ecoli_transcription_elongation	A52	Context-dependent outcome	A42	Pause released	Resume	activates	med	2	Rule2 named-factor gate branch enables
ecoli_transcription_elongation	A6	NTP binds in i+1 site	A8	Template base pairs with incoming NTP		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A7	Weak binding - rapid dissociation	A5	NTP substrate available?		proceeds	high	none	process feeds decision gate
ecoli_transcription_elongation	A8	Template base pairs with incoming NTP	A9	Trigger loop closes - catalytically active state		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	A9	Trigger loop closes - catalytically active state	A10	Two-metal-ion catalysis in active site		proceeds	med	none	unlabeled process step
ecoli_transcription_elongation	Wait1	RNAP pauses waiting for NTP	A5	NTP substrate available?		proceeds	high	none	process feeds decision gate
ecoli_transcription_termination	A33	Rho hexamer available?	Wait1	Wait for Rho	No	activates	high	2	Rule2 checkpoint outcome No -> activates
ecoli_transcription_termination	A37	ATP available?	Wait2	Wait for ATP	No	activates	high	2	Rule2 checkpoint outcome No -> activates
ecoli_transcription_termination	Wait1	Wait for Rho	A33	Rho hexamer available?		proceeds	high	none	process feeds decision gate
ecoli_transcription_termination	Wait2	Wait for ATP	A37	ATP available?		proceeds	high	none	process feeds decision gate
ecoli_translation_elongation	A1	Aminoacyl-tRNA available?	A2	EF-Tu-GTP binds aminoacyl-tRNA	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_translation_elongation	A1	Aminoacyl-tRNA available?	Wait1	Wait for tRNA charging	No	activates	high	2	Rule2 checkpoint outcome No -> activates
ecoli_translation_elongation	A10	EF-Tu GTPase activated	A11	GTP hydrolysis by EF-Tu		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A11	GTP hydrolysis by EF-Tu	A12	EF-Tu-GDP formed		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A12	EF-Tu-GDP formed	A13	Ribosome conformational change		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A13	Ribosome conformational change	A14	Proofreading step - final selection		proceeds	high	none	process feeds decision gate
ecoli_translation_elongation	A14	Proofreading step - final selection	A15	tRNA accommodates into A site	Cognate tRNA	activates	high	2	Rule2 gate outcome Cognate tRNA -> activates
ecoli_translation_elongation	A14	Proofreading step - final selection	A16	Rejected before accommodation	Near-cognate	activates	med	2	Rule2 named-factor gate branch enables
ecoli_translation_elongation	A15	tRNA accommodates into A site	A21	Aminoacyl end positioned in peptidyl transferase center PTC		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A16	Rejected before accommodation	A17	Aminoacyl-tRNA ejected		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A17	Aminoacyl-tRNA ejected	A1	Aminoacyl-tRNA available?		proceeds	high	none	process feeds decision gate
ecoli_translation_elongation	A2	EF-Tu-GTP binds aminoacyl-tRNA	A3	Ternary complex: EF-Tu-GTP-aa-tRNA		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A21	Aminoacyl end positioned in peptidyl transferase center PTC	A22	Both A and P sites occupied?		proceeds	high	none	process feeds decision gate
ecoli_translation_elongation	A22	Both A and P sites occupied?	A23	PTC catalytic activation	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_translation_elongation	A22	Both A and P sites occupied?	Wait2	Wait for P-site peptidyl-tRNA	No	activates	high	2	Rule2 checkpoint outcome No -> activates
ecoli_translation_elongation	A23	PTC catalytic activation	A24	23S rRNA catalyzes peptide bond formation		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A24	23S rRNA catalyzes peptide bond formation	A25	Nucleophilic attack - A-site amine on P-site ester		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A25	Nucleophilic attack - A-site amine on P-site ester	A26	Peptide bond formed		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A26	Peptide bond formed	A27	Peptidyl-tRNA extended by one amino acid in A site		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A27	Peptidyl-tRNA extended by one amino acid in A site	A28	Deacylated tRNA in P site		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A28	Deacylated tRNA in P site	A29	Ribosome enters hybrid state		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A29	Ribosome enters hybrid state	A30	P-site tRNA → P/E hybrid		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A3	Ternary complex: EF-Tu-GTP-aa-tRNA	A4	Ternary complex binds to ribosome A site		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A30	P-site tRNA → P/E hybrid	A31	A-site tRNA → A/P hybrid		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A31	A-site tRNA → A/P hybrid	A32	EF-G-GTP binds to ribosome		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A32	EF-G-GTP binds to ribosome	A33	EF-G binding successful?		proceeds	high	none	process feeds decision gate
ecoli_translation_elongation	A33	EF-G binding successful?	A34	EF-G domain IV mimics tRNA	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_translation_elongation	A33	EF-G binding successful?	Wait3	Wait for EF-G-GTP	No	activates	high	2	Rule2 checkpoint outcome No -> activates
ecoli_translation_elongation	A34	EF-G domain IV mimics tRNA	A35	EF-G GTPase activated		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A35	EF-G GTPase activated	A36	GTP hydrolysis by EF-G		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A36	GTP hydrolysis by EF-G	A37	Power stroke - EF-G conformational change		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A37	Power stroke - EF-G conformational change	A38	Translocation: tRNAs move through ribosome		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A38	Translocation: tRNAs move through ribosome	A39	A/P hybrid → P site peptidyl-tRNA		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A39	A/P hybrid → P site peptidyl-tRNA	A40	P/E hybrid → E site deacylated tRNA		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A4	Ternary complex binds to ribosome A site	A5	Initial codon recognition		proceeds	high	none	process feeds decision gate
ecoli_translation_elongation	A40	P/E hybrid → E site deacylated tRNA	A41	mRNA advances 3 nucleotides 5'→3'		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A41	mRNA advances 3 nucleotides 5'→3'	A42	New codon positioned in A site		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A42	New codon positioned in A site	A47	Next codon is stop codon?		proceeds	high	none	process feeds decision gate
ecoli_translation_elongation	A47	Next codon is stop codon?	A48	Elongation cycle continues	No - sense codon	represses	high	2	Rule2 checkpoint outcome No - sense codon -> represses
ecoli_translation_elongation	A48	Elongation cycle continues	A1	Aminoacyl-tRNA available?		proceeds	high	none	process feeds decision gate
ecoli_translation_elongation	A5	Initial codon recognition	A6	Initial selection passed	Cognate match	activates	high	2	Rule2 gate outcome Cognate match -> activates
ecoli_translation_elongation	A5	Initial codon recognition	A7	Weak binding	Near-cognate	activates	med	2	Rule2 named-factor gate branch enables
ecoli_translation_elongation	A5	Initial codon recognition	A8	Rejected - complex dissociates	Non-cognate	activates	med	2	Rule2 named-factor gate branch enables
ecoli_translation_elongation	A6	Initial selection passed	A10	EF-Tu GTPase activated		proceeds	med	none	unlabeled process step
ecoli_translation_elongation	A7	Weak binding	A9	GTPase activation?		proceeds	high	none	process feeds decision gate
ecoli_translation_elongation	A8	Rejected - complex dissociates	A1	Aminoacyl-tRNA available?		proceeds	high	none	process feeds decision gate
ecoli_translation_elongation	A9	GTPase activation?	A6	Initial selection passed	Continues	activates	med	2	Rule2 named-factor gate branch enables
ecoli_translation_elongation	A9	GTPase activation?	A8	Rejected - complex dissociates	Weak - dissociates	activates	med	none	activation enables downstream process
ecoli_translation_elongation	Wait1	Wait for tRNA charging	A1	Aminoacyl-tRNA available?		proceeds	high	none	process feeds decision gate
ecoli_translation_elongation	Wait2	Wait for P-site peptidyl-tRNA	A22	Both A and P sites occupied?		proceeds	high	none	process feeds decision gate
ecoli_translation_elongation	Wait3	Wait for EF-G-GTP	A32	EF-G-GTP binds to ribosome		proceeds	med	none	unlabeled process step
ecoli_translation_initiation	AA	IF2 Recognition of fMet-tRNA	AB	Initiator tRNA?		proceeds	high	none	process feeds decision gate
