chart_id	stored_title	stored_authors	checked_field	checked_value	flag	resolved_paper_id	resolved_title	title_similarity	has_abstract
ecoli_translation_elongation	Initial selection of aminoacyl-tRNA by the ribosome	Ogle JM, Brodersen DE, Clemons WM Jr, Tarry MJ, Carter AP, Ramakrishnan V	doi	10.1126/science.1060612	OK	crossref_10.1126_science.1060612	"Recognition of Cognate Transfer RNA by the 30
                    <i>S</i>
                    Ribosomal Subunit"	0.517	True
ecoli_translation_elongation	Initial selection of aminoacyl-tRNA by the ribosome	Ogle JM, Brodersen DE, Clemons WM Jr, Tarry MJ, Carter AP, Ramakrishnan V	pmid	11423924	TITLE_MISMATCH	pubmed_11423924	Does fat intake predict adiposity in healthy children and adolescents aged 2--15 y? A longitudinal analysis.	0.179	True
ecoli_translation_elongation	The structural basis of ribosome activity in peptide bond synthesis	Nissen P, Hansen J, Ban N, Moore PB, Steitz TA	doi	10.1126/science.289.5481.920	OK	crossref_10.1126_science.289.5481.920	The Structural Basis of Ribosome Activity in Peptide Bond Synthesis	1.0	True
ecoli_translation_elongation	The structural basis of ribosome activity in peptide bond synthesis	Nissen P, Hansen J, Ban N, Moore PB, Steitz TA	pmid	10926528	TITLE_MISMATCH	pubmed_10926528	Crystal structure of rhodopsin: A G protein-coupled receptor.	0.397	True
ecoli_translation_elongation	EF-G-catalyzed translocation of anticodon stem-loop analogs of transfer RNA in the ribosome	Rodnina MV, Savelsbergh A, Katunin VI, Wintermeyer W	doi	10.1073/pnas.94.9.4389	TITLE_MISMATCH	crossref_10.1073_pnas.94.9.4389	Charge separation in the reaction center of photosystem II studied as a function of temperature	0.258	True
ecoli_translation_elongation	EF-G-catalyzed translocation of anticodon stem-loop analogs of transfer RNA in the ribosome	Rodnina MV, Savelsbergh A, Katunin VI, Wintermeyer W	pmid	9096309	TITLE_MISMATCH	pubmed_9096309	Membrane-promoted unfolding of acetylcholinesterase: a possible mechanism for insertion into the lipid bilayer.	0.25	True
ecoli_translation_initiation	Mechanism and regulation of protein synthesis in Escherichia coli	Rodnina MV, Wintermeyer W	doi	10.1042/BSR20090031	NOT_FOUND				
ecoli_translation_initiation	Mechanism and regulation of protein synthesis in Escherichia coli	Rodnina MV, Wintermeyer W	pmid	18647627	TITLE_MISMATCH	pubmed_18647627	Clinical implications of mitochondrial disease.	0.396	True
ecoli_translation_initiation	Structure of the 30S ribosomal subunit	Wimberly BT, Brodersen DE, Clemons WM Jr, et al	doi	10.1038/35030006	OK	pubmed_11014182	Structure of the 30S ribosomal subunit.	1.0	True
ecoli_translation_initiation	Structure of the 30S ribosomal subunit	Wimberly BT, Brodersen DE, Clemons WM Jr, et al	pmid	11014182	OK	pubmed_11014182	Structure of the 30S ribosomal subunit.	1.0	True
ecoli_translation_initiation	Initiation of translation in bacteria	Laursen BS, Sørensen HP, Mortensen KK, Sperling-Petersen HU	doi	10.1128/MMBR.69.1.101-123.2005	NOT_FOUND				
ecoli_translation_initiation	Initiation of translation in bacteria	Laursen BS, Sørensen HP, Mortensen KK, Sperling-Petersen HU	pmid	15755955	OK	pubmed_15755955	Initiation of protein synthesis in bacteria.	0.775	True
ecoli_translation_initiation	Structural dynamics of ribosome subunit association studied by mixing-spraying time-resolved cryogenic electron microscopy	Chen J, Tsai A, O'Leary SE, Petrov A, Puglisi JD	doi	10.1016/j.str.2012.08.001	TITLE_MISMATCH	crossref_10.1016_j.str.2012.08.001	Internally Deleted Human tRNA Synthetase Suggests Evolutionary Pressure for Repurposing	0.211	False
ecoli_translation_initiation	Structural dynamics of ribosome subunit association studied by mixing-spraying time-resolved cryogenic electron microscopy	Chen J, Tsai A, O'Leary SE, Petrov A, Puglisi JD	pmid	22841294	TITLE_MISMATCH	pubmed_22841294	Structural modeling of heteromeric protein complexes from disassembly pathways and ion mobility-mass spectrometry.	0.409	True
ecoli_translation_termination	Structural basis for translation termination on the 70S ribosome	Weixlbaumer A, Jin H, Neubauer C, Voorhees RM, Petry S, Kelley AC, Ramakrishnan V	doi	10.1038/nature06700	NOT_FOUND				
ecoli_translation_termination	Structural basis for translation termination on the 70S ribosome	Weixlbaumer A, Jin H, Neubauer C, Voorhees RM, Petry S, Kelley AC, Ramakrishnan V	pmid	18408881	TITLE_MISMATCH	pubmed_18408881	Increased MS relapse rate during assisted reproduction technique.	0.297	False
ecoli_translation_termination	The structure of the ribosome with elongation factor G trapped in the posttranslocational state	Gao YG, Selmer M, Dunham CM, Weixlbaumer A, Kelley AC, Ramakrishnan V	doi	10.1126/science.1172896	NOT_FOUND				
ecoli_translation_termination	The structure of the ribosome with elongation factor G trapped in the posttranslocational state	Gao YG, Selmer M, Dunham CM, Weixlbaumer A, Kelley AC, Ramakrishnan V	pmid	19359587	TITLE_MISMATCH	pubmed_19359587	Coding-sequence determinants of gene expression in Escherichia coli.	0.296	True
ecoli_translation_termination	rRNA modifications and ribosome function.	Decatur WA, Fournier MJ	doi	10.1016/s0968-0004(02)02109-6	OK	pubmed_12114023	rRNA modifications and ribosome function.	1.0	True
ecoli_translation_termination	rRNA modifications and ribosome function.	Decatur WA, Fournier MJ	pmid	12114023	OK	pubmed_12114023	rRNA modifications and ribosome function.	1.0	True
ecoli_translation_termination	Release factor RF3 in E.coli accelerates the dissociation of release factors RF1 and RF2 from the ribosome in a GTP-dependent manner.	Freistroffer DV, Pavlov MY, MacDougall J, Buckingham RH, Ehrenberg M	doi	10.1093/emboj/16.13.4126	NO_ABSTRACT	crossref_10.1093_emboj_16.13.4126	Release factor RF3 in E.coli accelerates the dissociation of release factors RF1 and RF2 from the ribosome in a GTP‐dependent manner	1.0	False
ecoli_translation_termination	Release factor RF3 in E.coli accelerates the dissociation of release factors RF1 and RF2 from the ribosome in a GTP-dependent manner.	Freistroffer DV, Pavlov MY, MacDougall J, Buckingham RH, Ehrenberg M	pmid	9233821	OK	pubmed_9233821	Release factor RF3 in E.coli accelerates the dissociation of release factors RF1 and RF2 from the ribosome in a GTP-dependent manner.	1.0	True
ecoli_trp_operon	Attenuation in the control of expression of bacterial operons	Yanofsky C	doi	10.1038/289751a0	OK	pubmed_7007895	Attenuation in the control of expression of bacterial operons.	1.0	True
ecoli_trp_operon	Attenuation in the control of expression of bacterial operons	Yanofsky C	pmid	7007895	OK	pubmed_7007895	Attenuation in the control of expression of bacterial operons.	1.0	True
ecoli_trp_operon	Transcription attenuation	Yanofsky C	pmid	3275651	TITLE_MISMATCH	pubmed_3275651	Protein components of the erythromycin binding site in bacterial ribosomes.	0.182	True
ecoli_trp_operon	Regulation of the trp operon	Merino E, Yanofsky C	doi	10.1016/j.mib.2005.02.010	TITLE_MISMATCH	crossref_10.1016_j.mib.2005.02.010	Protein targeting by the bacterial twin-arginine translocation (Tat) pathway	0.255	False
ecoli_trp_operon	Regulation of the trp operon	Merino E, Yanofsky C	pmid	15802245	TITLE_MISMATCH	pubmed_15802245	Transcriptional control of membrane lipid synthesis in bacteria.	0.374	True
ecoli_trp_operon	The tryptophan operon: a coordinated mechanism for the regulation of biosynthesis	Oxender DL, Zurawski G, Yanofsky C	doi	10.1073/pnas.76.11.5524	TITLE_MISMATCH	pubmed_118451	Attenuation in the Escherichia coli tryptophan operon: role of RNA secondary structure involving the tryptophan codon region.	0.404	True
ecoli_trp_operon	The tryptophan operon: a coordinated mechanism for the regulation of biosynthesis	Oxender DL, Zurawski G, Yanofsky C	pmid	388431	TITLE_MISMATCH	pubmed_388431	Interference of nonsense mutations with eukaryotic messenger RNA stability.	0.299	True
ecoli_tryptophan_biosynthesis	Tryptophan biosynthesis	Yanofsky C			NO_IDENTIFIERS				
ecoli_two_component_signaling	Signal transduction by the EnvZ-OmpR phosphorelay system in bacteria	Mizuno T			NO_IDENTIFIERS				
ecoli_two_component_signaling	Modulation of porin gene expression by the two-component regulatory system EnvZ-OmpR	Pratt LA, Hsing W, Gibson KE, Silhavy TJ	doi	10.1128/jb.178.13.3779-3787.1996	NOT_FOUND				
ecoli_two_component_signaling	Modulation of porin gene expression by the two-component regulatory system EnvZ-OmpR	Pratt LA, Hsing W, Gibson KE, Silhavy TJ	pmid	8682777	TITLE_MISMATCH	pubmed_8682777	Loss of overproduction of polypeptide release factor 3 influences expression of the tryptophanase operon of Escherichia coli.	0.404	True
ecoli_two_component_signaling	The inner membrane histidine kinase EnvZ senses osmolality via helix-coil transitions in the cytoplasm.	Wang LC, Morgan LK, Godakumbura P, Kenney LJ, Anand GS	doi	10.1038/emboj.2012.99	OK	pubmed_22543870	The inner membrane histidine kinase EnvZ senses osmolality via helix-coil transitions in the cytoplasm.	1.0	True
ecoli_two_component_signaling	The inner membrane histidine kinase EnvZ senses osmolality via helix-coil transitions in the cytoplasm.	Wang LC, Morgan LK, Godakumbura P, Kenney LJ, Anand GS	pmid	22543870	OK	pubmed_22543870	The inner membrane histidine kinase EnvZ senses osmolality via helix-coil transitions in the cytoplasm.	1.0	True
ecoli_two_component_signaling	DNA binding and phosphorylation-dependent dimerization of the response regulator OmpR	Kenney LJ	doi	10.1046/j.1365-2958.2002.03267.x	NOT_FOUND				
ecoli_two_component_signaling	DNA binding and phosphorylation-dependent dimerization of the response regulator OmpR	Kenney LJ	pmid	12453205	TITLE_MISMATCH	pubmed_12453205	Early heart transplant in a child with advanced lymphoma.	0.213	True
ecoli_type_iii_secretion	Type III secretion systems: bacterial nanomachines for protein delivery into target cells	Galán JE	pmid	25002086	OK	pubmed_25002086	Bacterial type III secretion systems: specialized nanomachines for protein delivery into target cells.	0.883	True
ecoli_type_iii_secretion	The LEE-encoded type III secretion system of enteropathogenic Escherichia coli: a model for understanding EPEC pathogenesis	Dean P			NO_IDENTIFIERS				
ecoli_type_iii_secretion	Structure and assembly of the bacterial type III secretion machine	Diepold A			NO_IDENTIFIERS				
ecoli_type_iii_secretion	Enteropathogenic E. coli (EPEC) transfers its receptor for intimate adherence into mammalian cells	Kenny B	pmid	9363945	TITLE_MISMATCH	pubmed_9363945	Cooking with calcium: the recipes for composing global signals from elementary events.	0.358	True
human_akt_foxo_insulin	Akt promotes cell survival by phosphorylating and inhibiting a Forkhead transcription factor	Brunet A, Bonni A, Zigmond MJ, et al.	doi	10.1016/S0092-8674(00)80595-4	NOT_FOUND				
human_akt_foxo_insulin	Akt promotes cell survival by phosphorylating and inhibiting a Forkhead transcription factor	Brunet A, Bonni A, Zigmond MJ, et al.	pmid	10102273	OK	pubmed_10102273	Akt promotes cell survival by phosphorylating and inhibiting a Forkhead transcription factor.	1.0	True
human_akt_foxo_insulin	AKT/PKB signaling: navigating the network	Manning BD, Toker A	doi	10.1016/j.cell.2017.04.001	OK	pubmed_28431241	AKT/PKB Signaling: Navigating the Network.	1.0	True
human_akt_foxo_insulin	AKT/PKB signaling: navigating the network	Manning BD, Toker A	pmid	28431241	OK	pubmed_28431241	AKT/PKB Signaling: Navigating the Network.	1.0	True
human_ampk_energy_homeostat	AMPK: a nutrient and energy sensor that maintains energy homeostasis	Hardie DG, Ross FA, Hawley SA	doi	10.1038/nrm3311	OK	pubmed_22436748	AMPK: a nutrient and energy sensor that maintains energy homeostasis.	1.0	True
human_ampk_energy_homeostat	AMPK: a nutrient and energy sensor that maintains energy homeostasis	Hardie DG, Ross FA, Hawley SA	pmid	22436748	OK	pubmed_22436748	AMPK: a nutrient and energy sensor that maintains energy homeostasis.	1.0	True
human_apoptosis_caspase_switch	Mathematical modeling identifies inhibitors of apoptosis as mediators of positive feedback and bistability	Legewie S, Blüthgen N, Herzel H	doi	10.1371/journal.pcbi.0020120	OK	pubmed_16978046	Mathematical modeling identifies inhibitors of apoptosis as mediators of positive feedback and bistability.	1.0	True
human_apoptosis_caspase_switch	Mathematical modeling identifies inhibitors of apoptosis as mediators of positive feedback and bistability	Legewie S, Blüthgen N, Herzel H	pmid	16978046	OK	pubmed_16978046	Mathematical modeling identifies inhibitors of apoptosis as mediators of positive feedback and bistability.	1.0	True
human_bcl2_bax_momp	How cells die: apoptosis pathways	Chipuk JE, Green DR			NO_IDENTIFIERS				
human_bcl2_bax_momp	Mitochondria and cell death: outer membrane permeabilization and beyond	Tait SW, Green DR	doi	10.1038/nrm2952	OK	pubmed_20683470	Mitochondria and cell death: outer membrane permeabilization and beyond.	1.0	True
human_bcl2_bax_momp	Mitochondria and cell death: outer membrane permeabilization and beyond	Tait SW, Green DR	pmid	20683470	OK	pubmed_20683470	Mitochondria and cell death: outer membrane permeabilization and beyond.	1.0	True
human_bcl6_gc_fate_switch	BCL-6 represses genes that function in lymphocyte differentiation, inflammation, and cell cycle control.	Shaffer AL, Yu X, He Y, Boldrick J, Chan EP, Staudt LM	doi	10.1016/s1074-7613(00)00020-0	OK	pubmed_10981963	BCL-6 represses genes that function in lymphocyte differentiation, inflammation, and cell cycle control.	1.0	True
human_bcl6_gc_fate_switch	BCL-6 represses genes that function in lymphocyte differentiation, inflammation, and cell cycle control.	Shaffer AL, Yu X, He Y, Boldrick J, Chan EP, Staudt LM	pmid	10981963	OK	pubmed_10981963	BCL-6 represses genes that function in lymphocyte differentiation, inflammation, and cell cycle control.	1.0	True
human_bcl6_gc_fate_switch	Transcription factors that regulate memory in humoral responses	Calame KL			NO_IDENTIFIERS				
human_beta_cell_insulin_oscillator	Metabolic and electrical oscillations: partners in controlling pulsatile insulin secretion	Bertram R, Sherman A, Satin LS	doi	10.1152/ajpendo.00359.2007	OK	pubmed_17666486	Metabolic and electrical oscillations: partners in controlling pulsatile insulin secretion.	1.0	True
human_beta_cell_insulin_oscillator	Metabolic and electrical oscillations: partners in controlling pulsatile insulin secretion	Bertram R, Sherman A, Satin LS	pmid	17666486	OK	pubmed_17666486	Metabolic and electrical oscillations: partners in controlling pulsatile insulin secretion.	1.0	True
human_calcium_oscillator	The versatility and universality of calcium signalling	Berridge MJ, Lipp P, Bootman MD	doi	10.1038/35036035	OK	pubmed_11413485	The versatility and universality of calcium signalling.	1.0	True
human_calcium_oscillator	The versatility and universality of calcium signalling	Berridge MJ, Lipp P, Bootman MD	pmid	11413485	OK	pubmed_11413485	The versatility and universality of calcium signalling.	1.0	True
human_camp_pka_desensitization	Historical review: a brief history and personal retrospective of seven-transmembrane receptors	Lefkowitz RJ	doi	10.1016/j.tips.2004.06.006	OK	pubmed_15276710	Historical review: a brief history and personal retrospective of seven-transmembrane receptors.	1.0	True
human_camp_pka_desensitization	Historical review: a brief history and personal retrospective of seven-transmembrane receptors	Lefkowitz RJ	pmid	15276710	OK	pubmed_15276710	Historical review: a brief history and personal retrospective of seven-transmembrane receptors.	1.0	True
human_cdk1_mitotic_switch	Hysteresis drives cell-cycle transitions in Xenopus laevis egg extracts	Sha W, Moore J, Chen K, Lassaletta AD, Yi CS, Tyson JJ, Sible JC	doi	10.1073/pnas.0235349100	OK	pubmed_12509509	Hysteresis drives cell-cycle transitions in Xenopus laevis egg extracts.	1.0	True
human_cdk1_mitotic_switch	Hysteresis drives cell-cycle transitions in Xenopus laevis egg extracts	Sha W, Moore J, Chen K, Lassaletta AD, Yi CS, Tyson JJ, Sible JC	pmid	12509509	OK	pubmed_12509509	Hysteresis drives cell-cycle transitions in Xenopus laevis egg extracts.	1.0	True
human_cdk1_mitotic_switch	Building a cell cycle oscillator: hysteresis and bistability in the activation of Cdc2	Pomerening JR, Sontag ED, Ferrell JE	doi	10.1038/ncb954	OK	pubmed_12629549	Building a cell cycle oscillator: hysteresis and bistability in the activation of Cdc2.	1.0	True
human_cdk1_mitotic_switch	Building a cell cycle oscillator: hysteresis and bistability in the activation of Cdc2	Pomerening JR, Sontag ED, Ferrell JE	pmid	12629549	OK	pubmed_12629549	Building a cell cycle oscillator: hysteresis and bistability in the activation of Cdc2.	1.0	True
human_cebpa_myeloid_commitment	Granulocyte colony-stimulating factor induces C/EBPα and C/EBPβ expression in myeloid progenitors	Ye M, Zhang H, Yang H, et al.			NO_IDENTIFIERS				
human_cebpa_myeloid_commitment	C/EBPα is required for the development of granulocytes and macrophages	Zhang DE, Hetherington CJ, Chen HM, Tenen DG			NO_IDENTIFIERS				
human_cgas_sting_dna_sensing	Cyclic GMP-AMP synthase is a cytosolic DNA sensor that activates the type I interferon pathway	Sun L, Wu J, Du F, Chen X, Chen ZJ	doi	10.1126/science.1232458	OK	pubmed_23258413	Cyclic GMP-AMP synthase is a cytosolic DNA sensor that activates the type I interferon pathway.	1.0	True
human_cgas_sting_dna_sensing	Cyclic GMP-AMP synthase is a cytosolic DNA sensor that activates the type I interferon pathway	Sun L, Wu J, Du F, Chen X, Chen ZJ	pmid	23258413	OK	pubmed_23258413	Cyclic GMP-AMP synthase is a cytosolic DNA sensor that activates the type I interferon pathway.	1.0	True
human_cgas_sting_dna_sensing	STING is an endoplasmic reticulum adaptor that facilitates innate immune signalling	Ishikawa H, Barber GN	doi	10.1038/nature07317	OK	pubmed_18724357	STING is an endoplasmic reticulum adaptor that facilitates innate immune signalling.	1.0	True
human_cgas_sting_dna_sensing	STING is an endoplasmic reticulum adaptor that facilitates innate immune signalling	Ishikawa H, Barber GN	pmid	18724357	OK	pubmed_18724357	STING is an endoplasmic reticulum adaptor that facilitates innate immune signalling.	1.0	True
human_circadian_clock	Coordination of circadian timing in mammals	Reppert SM, Weaver DR	doi	10.1038/nature00965	OK	pubmed_12198538	Coordination of circadian timing in mammals.	1.0	True
human_circadian_clock	Coordination of circadian timing in mammals	Reppert SM, Weaver DR	pmid	12198538	OK	pubmed_12198538	Coordination of circadian timing in mammals.	1.0	True
human_emt_zeb_mir200	MicroRNA-based regulation of epithelial-hybrid-mesenchymal fate determination	Lu M, Jolly MK, Levine H, Onuchic JN, Ben-Jacob E	doi	10.1073/pnas.1318192110	OK	pubmed_24154725	MicroRNA-based regulation of epithelial-hybrid-mesenchymal fate determination.	1.0	True
human_emt_zeb_mir200	MicroRNA-based regulation of epithelial-hybrid-mesenchymal fate determination	Lu M, Jolly MK, Levine H, Onuchic JN, Ben-Jacob E	pmid	24154725	OK	pubmed_24154725	MicroRNA-based regulation of epithelial-hybrid-mesenchymal fate determination.	1.0	True
human_emt_zeb_mir200	Coupled reversible and irreversible bistable switches underlying TGF-β-induced EMT	Tian XJ, Zhang H, Xing J	doi	10.1016/j.bpj.2013.07.011	OK	pubmed_23972859	Coupled reversible and irreversible bistable switches underlying TGFβ-induced epithelial to mesenchymal transition.	0.829	True
human_emt_zeb_mir200	Coupled reversible and irreversible bistable switches underlying TGF-β-induced EMT	Tian XJ, Zhang H, Xing J	pmid	23972859	OK	pubmed_23972859	Coupled reversible and irreversible bistable switches underlying TGFβ-induced epithelial to mesenchymal transition.	0.829	True
human_erk_bistable_switch	The biochemical basis of an all-or-none cell fate switch in Xenopus oocytes	Ferrell JE, Machleder EM	doi	10.1126/science.280.5365.895	OK	pubmed_9572732	The biochemical basis of an all-or-none cell fate switch in Xenopus oocytes.	1.0	True
human_erk_bistable_switch	The biochemical basis of an all-or-none cell fate switch in Xenopus oocytes	Ferrell JE, Machleder EM	pmid	9572732	OK	pubmed_9572732	The biochemical basis of an all-or-none cell fate switch in Xenopus oocytes.	1.0	True
human_estrogen_receptor_switch	Genome-wide analysis of estrogen receptor binding sites	Carroll JS, Meyer CA, Song J, et al.	doi	10.1038/ng1901	OK	pubmed_17013392	Genome-wide analysis of estrogen receptor binding sites.	1.0	True
human_estrogen_receptor_switch	Genome-wide analysis of estrogen receptor binding sites	Carroll JS, Meyer CA, Song J, et al.	pmid	17013392	OK	pubmed_17013392	Genome-wide analysis of estrogen receptor binding sites.	1.0	True
human_foxp3_treg_switch	Role of conserved non-coding DNA elements in the Foxp3 gene in regulatory T-cell commitment	Zheng Y, Josefowicz S, Chaudhry A, Peng XP, Forbush K, Rudensky AY	doi	10.1038/nature08750	OK	pubmed_20072126	Role of conserved non-coding DNA elements in the Foxp3 gene in regulatory T-cell fate.	0.943	True
human_foxp3_treg_switch	Role of conserved non-coding DNA elements in the Foxp3 gene in regulatory T-cell commitment	Zheng Y, Josefowicz S, Chaudhry A, Peng XP, Forbush K, Rudensky AY	pmid	20072126	OK	pubmed_20072126	Role of conserved non-coding DNA elements in the Foxp3 gene in regulatory T-cell fate.	0.943	True
human_foxp3_treg_switch	Extrathymically generated regulatory T cells control mucosal TH2 inflammation.	Josefowicz SZ, Niec RE, Kim HY, Treuting P, Chinen T, Zheng Y, Umetsu DT, Rudensky AY	doi	10.1038/nature10772	OK	pubmed_22318520	Extrathymically generated regulatory T cells control mucosal TH2 inflammation.	1.0	True
human_foxp3_treg_switch	Extrathymically generated regulatory T cells control mucosal TH2 inflammation.	Josefowicz SZ, Niec RE, Kim HY, Treuting P, Chinen T, Zheng Y, Umetsu DT, Rudensky AY	pmid	22318520	OK	pubmed_22318520	Extrathymically generated regulatory T cells control mucosal TH2 inflammation.	1.0	True
human_gata1_pu1_switch	Bifurcation dynamics in lineage-commitment in bipotent progenitor cells	Huang S, Guo YP, May G, Enver T	doi	10.1016/j.ydbio.2007.02.036	OK	pubmed_17412320	Bifurcation dynamics in lineage-commitment in bipotent progenitor cells.	1.0	True
human_gata1_pu1_switch	Bifurcation dynamics in lineage-commitment in bipotent progenitor cells	Huang S, Guo YP, May G, Enver T	pmid	17412320	OK	pubmed_17412320	Bifurcation dynamics in lineage-commitment in bipotent progenitor cells.	1.0	True
human_gata1_pu1_switch	Forcing cells to change lineages	Graf T, Enver T	doi	10.1038/nature08533	OK	pubmed_19956253	Forcing cells to change lineages.	1.0	True
human_gata1_pu1_switch	Forcing cells to change lineages	Graf T, Enver T	pmid	19956253	OK	pubmed_19956253	Forcing cells to change lineages.	1.0	True
human_glucocorticoid_hpa_axis	Regulation of the hypothalamic-pituitary-adrenocortical stress response	Herman JP, McKlveen JM, Ghosal S, et al.	doi	10.1002/cphy.c150015	OK	pubmed_27065163	Regulation of the Hypothalamic-Pituitary-Adrenocortical Stress Response.	1.0	True
human_glucocorticoid_hpa_axis	Regulation of the hypothalamic-pituitary-adrenocortical stress response	Herman JP, McKlveen JM, Ghosal S, et al.	pmid	27065163	OK	pubmed_27065163	Regulation of the Hypothalamic-Pituitary-Adrenocortical Stress Response.	1.0	True
human_hes1_oscillator	Oscillatory expression of the bHLH factor Hes1 regulated by a negative feedback loop	Hirata H, Yoshiura S, Ohtsuka T, et al.	doi	10.1126/science.1074560	OK	pubmed_12399594	Oscillatory expression of the bHLH factor Hes1 regulated by a negative feedback loop.	1.0	True
human_hes1_oscillator	Oscillatory expression of the bHLH factor Hes1 regulated by a negative feedback loop	Hirata H, Yoshiura S, Ohtsuka T, et al.	pmid	12399594	OK	pubmed_12399594	Oscillatory expression of the bHLH factor Hes1 regulated by a negative feedback loop.	1.0	True
human_hippo_yap	Inactivation of YAP oncoprotein by the Hippo pathway is involved in cell contact inhibition	Zhao B, Wei X, Li W, et al.	doi	10.1101/gad.1602907	OK	pubmed_17974916	Inactivation of YAP oncoprotein by the Hippo pathway is involved in cell contact inhibition and tissue growth control.	0.875	True
human_hippo_yap	Inactivation of YAP oncoprotein by the Hippo pathway is involved in cell contact inhibition	Zhao B, Wei X, Li W, et al.	pmid	17974916	OK	pubmed_17974916	Inactivation of YAP oncoprotein by the Hippo pathway is involved in cell contact inhibition and tissue growth control.	0.875	True
human_hippo_yap	The Hippo pathway: regulators and regulations	Yu FX, Zhao B, Guan KL	doi	10.1016/j.cell.2015.10.044	TITLE_MISMATCH	pubmed_26544935	Hippo Pathway in Organ Size Control, Tissue Homeostasis, and Cancer.	0.422	True
human_hippo_yap	The Hippo pathway: regulators and regulations	Yu FX, Zhao B, Guan KL	pmid	26544935	TITLE_MISMATCH	pubmed_26544935	Hippo Pathway in Organ Size Control, Tissue Homeostasis, and Cancer.	0.422	True
human_hsf1_heat_shock	Regulation of the heat shock response in eukaryotes	Anckar J, Sistonen L	doi	10.1146/annurev-biochem-060809-095203	OK	pubmed_21417720	Regulation of HSF1 function in the heat stress response: implications in aging and disease.	0.571	True
human_hsf1_heat_shock	Regulation of the heat shock response in eukaryotes	Anckar J, Sistonen L	pmid	21417720	OK	pubmed_21417720	Regulation of HSF1 function in the heat stress response: implications in aging and disease.	0.571	True
human_il6_stat3_inflammation	An epigenetic switch involving NF-κB, Lin28, let-7 and IL6 links inflammation to transformation	Iliopoulos D, Hirsch HA, Struhl K	doi	10.1016/j.cell.2009.10.014	OK	pubmed_19878981	An epigenetic switch involving NF-kappaB, Lin28, Let-7 MicroRNA, and IL6 links inflammation to cell transformation.	0.906	True
human_il6_stat3_inflammation	An epigenetic switch involving NF-κB, Lin28, let-7 and IL6 links inflammation to transformation	Iliopoulos D, Hirsch HA, Struhl K	pmid	19878981	OK	pubmed_19878981	An epigenetic switch involving NF-kappaB, Lin28, Let-7 MicroRNA, and IL6 links inflammation to cell transformation.	0.906	True
human_il6_stat3_inflammation	Dangerous liaisons: STAT3 and NF-κB collaboration and crosstalk in cancer	Grivennikov SI, Karin M	doi	10.1016/j.cytogfr.2009.11.005	OK	pubmed_20018552	Dangerous liaisons: STAT3 and NF-kappaB collaboration and crosstalk in cancer.	0.966	True
human_il6_stat3_inflammation	Dangerous liaisons: STAT3 and NF-κB collaboration and crosstalk in cancer	Grivennikov SI, Karin M	pmid	20018552	OK	pubmed_20018552	Dangerous liaisons: STAT3 and NF-kappaB collaboration and crosstalk in cancer.	0.966	True
human_ire1_xbp1_upr	The unfolded protein response: from stress pathway to homeostatic regulation	Walter P, Ron D	doi	10.1126/science.1209038	OK	pubmed_22116877	The unfolded protein response: from stress pathway to homeostatic regulation.	1.0	True
human_ire1_xbp1_upr	The unfolded protein response: from stress pathway to homeostatic regulation	Walter P, Ron D	pmid	22116877	OK	pubmed_22116877	The unfolded protein response: from stress pathway to homeostatic regulation.	1.0	True
human_irf7_interferon_amplifier	IRF-7 is the master regulator of type-I interferon-dependent immune responses	Honda K, Yanai H, Negishi H, et al.	doi	10.1038/nature03464	OK	pubmed_15800576	IRF-7 is the master regulator of type-I interferon-dependent immune responses.	1.0	True
human_irf7_interferon_amplifier	IRF-7 is the master regulator of type-I interferon-dependent immune responses	Honda K, Yanai H, Negishi H, et al.	pmid	15800576	OK	pubmed_15800576	IRF-7 is the master regulator of type-I interferon-dependent immune responses.	1.0	True
human_irf7_interferon_amplifier	Regulation of type I interferon responses	Ivashkiv LB, Donlin LT	doi	10.1038/nri3581	OK	pubmed_24362405	Regulation of type I interferon responses.	1.0	True
human_irf7_interferon_amplifier	Regulation of type I interferon responses	Ivashkiv LB, Donlin LT	pmid	24362405	OK	pubmed_24362405	Regulation of type I interferon responses.	1.0	True
human_iron_irp_ire	Two to tango: regulation of mammalian iron metabolism	Hentze MW, Muckenthaler MU, Galy B, Camaschella C	doi	10.1016/j.cell.2010.06.028	OK	pubmed_20603012	Two to tango: regulation of Mammalian iron metabolism.	1.0	True
human_iron_irp_ire	Two to tango: regulation of mammalian iron metabolism	Hentze MW, Muckenthaler MU, Galy B, Camaschella C	pmid	20603012	OK	pubmed_20603012	Two to tango: regulation of Mammalian iron metabolism.	1.0	True
human_jak_stat_socs	The role of suppressors of cytokine signalling (SOCS) proteins in regulation of the immune response	Alexander WS, Hilton DJ	doi	10.1146/annurev.immunol.22.091003.090312	OK	pubmed_15032587	The role of suppressors of cytokine signaling (SOCS) proteins in regulation of the immune response.	0.995	True
human_jak_stat_socs	The role of suppressors of cytokine signalling (SOCS) proteins in regulation of the immune response	Alexander WS, Hilton DJ	pmid	15032587	OK	pubmed_15032587	The role of suppressors of cytokine signaling (SOCS) proteins in regulation of the immune response.	0.995	True
human_mtor_ulk1_autophagy	AMPK and mTOR regulate autophagy through direct phosphorylation of Ulk1	Kim J, Kundu M, Viollet B, Guan KL	doi	10.1038/ncb2152	OK	pubmed_21258367	AMPK and mTOR regulate autophagy through direct phosphorylation of Ulk1.	1.0	True
