doc_id	doi	pmid	discipline	glmp_relevant	sequence_logic_content	classify_reason	title
arxiv_2601.09672v1			physics	false	false	none	Generation of Large Coherent-State Superpositions in Free-Space Optical Pulses
arxiv_2605.04339v1			physics	false	false	none	Genotype specificity and spatial arrangement govern the direction and magnitude of selection in variable environments
arxiv_2605.13244v1			physics	false	false	none	Fluctuation-Dissipation Framework for Size-Dependent Surface Tension
arxiv_2604.21817v1	10.3390/sym18040551		physics	false	false	none	An RXTE Search for the Sterile Neutrino Decay in Galaxy Clusters
arxiv_2604.24509v1			physics	false	false	none	Collective Strong Coupling of Thermal Atoms to Integrated Microring Resonators
arxiv_2601.07236v1			physics	false	false	none	Spectral Topology and Delocalization in Disordered Hatano-Nelson Chains
arxiv_2601.09830v1			physics	false	false	none	Wavefront Engineering for Scintillation-Based Imaging
arxiv_2604.20086v1			physics	false	false	none	Photon and neutrino fluxes from spheroidal dwarf galaxies in a decaying DM model
arxiv_2601.08077v1			physics	false	false	none	Accelerating Density Fitting with Adaptive-precision and 8-bit Integer on AI Accelerators
arxiv_2601.10798v1			physics	false	false	none	POLAMI Multi-Wavelength Polarization Study of AGN Jets: A Millimeter-Optical Comparison
arxiv_2601.10271v1			physics	false	false	none	Physics with next generation neutrino experiments: ESSnuSB
arxiv_2601.08486v1			physics	false	false	none	Multi-Task Fine-Tuning Enables Robust Out-of-Distribution Generalization in Atomistic Models
arxiv_2604.21705v1			physics	false	false	none	Testing Spontaneous Collapse Models with Coulomb Mediated Squeezing
arxiv_2601.10469v1			physics	false	false	none	Charged Simpson-Visser AdS Black Holes: Geodesic Structure and Thermodynamic Properties
arxiv_2604.20769v1			physics	false	false	none	The Pc1 geomagnetic pulsations in light of the Cepheid theory
arxiv_2601.07910v1			physics	false	false	none	Generalized Entropy is von Neumann Entropy II: The complete symmetry group and edge modes
arxiv_2604.20424v1			physics	false	false	none	Phonon driven non-equilibrium triggers for thermal runaway in battery electrodes
arxiv_2604.21778v1			physics	false	false	none	Symplectic split-operator method for the time-dependent unitary Tavis-Cummings model
arxiv_2601.08361v1			physics	false	false	none	Self-consistent dynamical models with a finite extent -- V. Smooth radial truncations and phase-space consistency
arxiv_2604.21768v1			physics	false	false	none	Amorphous Nanoconfinement Enables Self-sustaining Sabatier Reaction at Ambient Conditions
arxiv_2604.18405v1			physics	false	false	none	Large-c BCFT Entanglement Entropy with Deformed Boundaries from Emergent JT Gravity
arxiv_2604.18906v1			physics	false	false	none	Instability-Aware Steering of an Extreme Atmospheric River in an AI Weather Foundation Model
arxiv_2601.09070v1			physics	false	false	none	Ring-Gap Structures in the Class I Circumstellar Disk of CrA IRS 2 Associated with Magnetic Flux-Driven Bubble
arxiv_2601.04934v1			physics	false	false	none	A classification of coadjoint orbits carrying Gibbs ensembles
arxiv_2604.24258v1			physics	false	false	none	SVOM Ground Support System
arxiv_2601.09063v1			physics	false	false	none	Pre-Supernova Eruptions Triggered by Sudden Energy Deposition in Low-Mass Core-Collapse Supernova Progenitors
arxiv_2601.07043v1			physics	false	false	none	PANDA-film: an automated system for electrodeposition of polymer thin films and their wetting analysis
arxiv_2601.10635v1	10.1093/mnras/staf2139		physics	false	false	none	WEAVE imaging spectroscopy of NGC 6720: an iron bar in the Ring
arxiv_2604.24284v1			physics	false	false	none	Non-Bloch band theory of nonlinear eigenvalue problems
arxiv_2604.18186v1			physics	false	false	none	Fundamentals and Applications of Hybrid Electroand Opto-mechanical system coupled to Superconducting Qubit: A Short Revi
arxiv_2604.23630v1			physics	false	false	none	Capillary effects on preferential orientation of floaters in gravity waves
arxiv_2601.07443v1			physics	false	false	none	Hexagonal Warping Control of Exceptional Points in Topological Insulator--Ferromagnetic Heterojunctions
arxiv_2601.09766v1			physics	false	false	none	Habitable Worlds Observatory (HWO): Living Worlds Community Working Group: The Search for Life on Potentially Habitable 
arxiv_2601.08581v1			physics	false	false	none	Entanglement-swapping measurements for deterministic entanglement distribution
arxiv_2604.17997v1			physics	false	false	none	A unified framework for grain boundary distributions in textured materials
arxiv_2604.22008v1			physics	false	false	none	Building an inertia dynamometer with vocational students: a low-budget apparatus for teaching rotational dynamics
arxiv_2604.21206v1			physics	false	false	none	Magnetic-field control of interactions in alkaline-earth Rydberg atoms and applications to {\it XXZ} models
arxiv_2601.08279v1			physics	false	false	none	Perturbation theory for phase correlations of a light wave propagating in a turbulent medium
arxiv_2601.08075v1			physics	false	false	none	Review of ultrasonic methods for monitoring, damage detection, and processing of lithium-ion batteries throughout their 
arxiv_2602.03597v1	10.1103/4kmy-59l9		physics	false	false	none	Quantum Christoffel Nonlinear Magnetization
arxiv_2604.22572v1	10.1140/epjp/s13360-026-07632-6		physics	false	false	none	Searches for light exotic scalar decays at the e$^+$e$^-$ Higgs factory
arxiv_2601.11139v1			physics	false	false	none	Study of the anisotropy of cosmic expansion on ZTF type Iasupernovae simulations
arxiv_2601.08266v1			physics	false	false	none	An open-source computational framework for immersed fluid-structure interaction modeling using FEBio and MFEM
arxiv_2604.18885v1			physics	false	false	none	Volumetric Processing of Structured Light Integrated in Glass
arxiv_2601.09181v1			physics	false	false	none	Active alignment-driven coarsening in confined near-critical fluids
arxiv_2604.24582v1			physics	false	false	none	Isotopically enriched epitaxial CaWO$_{4}$ thin films for Er$^{3+}$ spin-photon quantum interfaces
arxiv_2602.03672v1			physics	false	false	none	JWST imaging of the Pleiades: anisotropy of turbulence in the cold neutral medium
arxiv_2604.22336v1			physics	false	false	none	Super-Heisenberg protocol for dark matter and high-frequency gravitational wave search
arxiv_2604.21426v1			physics	false	false	none	Hill's level surfaces in the circular restricted three-body problem solved
arxiv_2601.10211v1			physics	false	false	none	Random matrix theory universality of current operators in spin-$S$ Heisenberg chains
arxiv_2604.23550v1			physics	false	false	none	Observation of OAM non-conservation in entangled photon generation
arxiv_2601.06763v1			physics	false	false	none	Quantum science with arrays of metastable helium-3 atoms
arxiv_2601.11166v1			physics	false	false	none	Optical losses in pure crystalline silicon in the IR band measured using WGM microresonators
arxiv_2601.10559v1			physics	false	false	none	Deterministic and scalable generation of large Fock states
arxiv_2602.03629v1			physics	false	false	none	A case for Case A: detailed look at binary black hole formation through stable mass transfer
arxiv_2601.10792v1			physics	false	false	none	Critical non-equilibrium phases from noisy topological memories
arxiv_2601.10195v1			physics	false	false	none	Growth and hydrostatic-pressure study of a type-II superconductor Bi$_2$Ta$_3$S$_6$ single crystal
arxiv_2604.24503v1	10.3847/1538-4357/ae6451		physics	false	false	none	Analyses on Wassenius' Report for Total Solar Eclipse in 1733: Quantifications of the Solar Radius and the Earliest Repo
arxiv_2604.24221v1			physics	false	false	none	Compact fiber-based compression of a 1 W, 76 MHz Yb laser to 15 fs for broadband ultrafast applications
arxiv_2602.04827v1			physics	false	false	none	Atomistic and data-driven insights into the local slip resistances in random refractory multi-principal element alloys
arxiv_2605.10420v1			physics	false	false	none	Travelling waves of invasion in microbial communities with phenotypic switching
arxiv_2604.19744v1			physics	false	false	none	Precision Kinematic Sunyaev--Zel'dovich Measurements Across Halo Mass and Redshift with DESI DR2 and ACT DR6: Part I. Lu
arxiv_2601.08286v1			physics	false	false	none	Constraining the Fraction of LIGO/Virgo/KAGRA Binary Black Hole Merger Events Associated with Active Galactic Nucleus Fl
arxiv_2601.10889v1			physics	false	false	none	Combining laser ablation and Sol-Gel techniques for the synthesis of nanostructured organic-inorganic matrices
arxiv_2601.06958v1			physics	false	false	none	$η^{(\prime)}\toπ^+π^-l^+l^-$ decays in the NJL model
arxiv_2604.21328v1			physics	false	false	none	Role of diversity in team performance: the case of missing expertise, an agent based simulation
arxiv_2602.04797v1			physics	false	false	none	The Frequency of Solar Eclipses for a Given Place: A New Approach to a Classic Question
arxiv_2604.21342v1	10.1016/j.physo.2024.100208		physics	false	false	none	Scalable surface ion trap design for magnetic quantum sensing and gradiometry
arxiv_2601.08322v1			physics	false	false	none	Path-integral approach to Casimir effect with infinitely thin plates
arxiv_2604.23026v1			physics	false	false	none	AI Hastens Limits to Exponential Growth
arxiv_2602.04612v1			physics	false	false	none	Density Modulations of Zero Sound
arxiv_2604.20534v1			physics	false	false	none	Extreme events in MLC circuit
arxiv_2604.19876v1			physics	false	false	none	Scaling at Chiral Clock Criticality via Entanglement Renormalization
arxiv_2604.20063v1			physics	false	false	none	Purely Quadratic Non-Gaussianity from Tachyonic Instability: Primordial Black Holes and Scalar-Induced Gravitational Wav
arxiv_2601.09326v1			physics	false	false	none	Probing the Dynamical Structure Factor of Quantum Spin Chains via Low-Temperature Gibbs States with Matrix Product State
arxiv_2602.03457v1			physics	false	false	none	Emergent 3D Fermiology and Magnetism in an Intercalated Van der Waals System
arxiv_2605.06867v1			physics	false	false	none	Asymptotic analysis of the energy for a ferroelectric nematic
arxiv_2604.18985v1			physics	false	false	none	The Gamma-Ray Monitor onboard the SVOM satellite
arxiv_2601.07457v1			physics	false	false	none	Functionalization of Benzene Ices by Atomic Oxygen
arxiv_2601.07976v1			physics	false	false	none	Application of Ideal Observer for Thresholded Data in Search Task
arxiv_2601.10784v1	10.1117/1.jatis.12.1.017001		physics	false	false	none	The Ghana Radio Astronomy Observatory
arxiv_2604.19258v1			physics	false	false	none	Daydreaming algorithm for Biased Patterns
arxiv_2601.06963v1			physics	false	false	none	Tunable cornerlike states in topological type-II hyperbolic lattices
arxiv_2601.11521v1			physics	false	false	none	X-ray Polarization of the Intrabinary Shock in Redback Pulsar J1723$-$2837
arxiv_2604.24268v1			physics	false	false	none	SVOM/VT: Flight Model Verification and Pre-launch Testing
arxiv_2604.22250v1			physics	false	false	none	Compositeness of near-threshold states in charged hadronic systems
arxiv_2604.23221v1			physics	false	false	none	Enhanced Atom Capture via Multi-Frequency Magneto-Optical Trapping
arxiv_2601.08508v1			physics	false	false	none	Thermal-timescale accretion does not always yield critical rotation in mass gainers
arxiv_2601.09799v1			physics	false	false	none	Stellar-wind Fueled Accretion onto Sagittarius A* in the Presence of a Nuclear Star Cluster
arxiv_2601.07727v1			physics	false	false	none	Learning the relations between neutron star and nuclear matter properties with symbolic regression
arxiv_2602.03110v1			physics	false	false	none	Evidence for a 3.0$σ$ Deviation in Gravitational Light Deflection from General Relativity at Cosmological Scales with Ki
arxiv_2602.04383v1			physics	false	false	none	On the local nature of the de Almeida-Thouless line for mixed \(p\)-spin glasses
arxiv_2604.18180v1			physics	false	false	none	Comment on "Specific heat of an ideal Bose gas above the Bose condensation temperature," [Am. J. Phys. 72(9), 1193--1194
arxiv_2601.07007v1			physics	false	false	none	Oscillatory Freeze from Inertial Holographic Dark Energy
arxiv_2604.19361v1	10.3847/psj/ae4fad		physics	false	false	none	Physical Analysis of Bennu Samples Reveals Regolith Production by Collisional Disruption on Near-Earth Asteroids
arxiv_2601.10499v1			physics	false	false	none	The emergence of our Universe
arxiv_2604.22184v1			physics	false	false	none	Cold Nuclear Matter Effects on Inclusive $J/ψ$ Production in $p+\text{Au}$ Collisions at $\sqrt{s_\text{NN}}$ = 200 GeV 
arxiv_2601.10050v1			physics	false	false	none	Comparative study of equilibrium and non-equilibrium predictions by different models for a hypersonic cone at high-altit
arxiv_2601.06939v1			physics	false	false	none	Essentially No Energy Barrier Between Independent Fermionic Neural Quantum State Minima
arxiv_2605.03964v1			physics	false	false	none	Pretrained Model Representations as Acquisition Signals for Active Learning of MLIPs
arxiv_2604.19549v1			physics	false	false	none	Fuzzy Geometries with an Internal Space
arxiv_2601.11188v1			physics	false	false	none	From three-body resonances to bound states in a continuum: pole trajectories
arxiv_2604.23191v1			physics	false	false	none	Effects of Porous Media Properties and Flow Environment on Drug Release from Porous Implants
arxiv_2601.07542v1			physics	false	false	none	Revealing the diversity of Type IIn supernova progenitors through their environments
arxiv_2604.18338v1			physics	false	false	none	The MeerKAT Fornax Survey VII. Characterisation of the Fornax cluster's magnetic field and new insights on magnetisation
arxiv_2604.23378v1			physics	false	false	none	Record magnetoresistance, enhanced superconductivity, and fermiology in WTe2
arxiv_2604.27630v1			physics	false	false	none	A stochastic agent-based extension of the GSM2 model for particle therapy: cell-cycle dynamics, dose-rate dependence, an
arxiv_2604.23364v1			physics	false	false	none	Spectral Butterfly Effect and Resilient Ringdown in Thick Braneworlds
arxiv_2601.10052v1			physics	false	false	none	Revisiting the nuclear island of negative hexadecapole deformations in A$\approx$180 mass region: focusing on moments of
arxiv_2604.21853v1			physics	false	false	none	Generative artificial intelligence reduces social welfare through model collapse
arxiv_2601.09218v1			physics	false	false	none	The Quasar Feedback Survey: Revealing the importance of sensitive radio imaging for AGN identification deeper into the r
arxiv_2602.04545v1			physics	false	false	none	Nonlinear Dynamical Friction from the Doppler-Shifted Equilibrium Memory Kernel
arxiv_2604.22376v1			physics	false	false	none	No-Go Theorem for Quantum Heat Engines Powered Purely by Quantum Measurements in the Steady Regime
arxiv_2604.20118v1			physics	false	false	none	Complexity of quantum states in the stabilizer formalism
arxiv_2602.03186v1			physics	false	false	none	A Tunable, Modeless, and Hybridization-free Cross-Kerr Coupler for Miniaturized Superconducting Qubits
arxiv_2604.18036v1			physics	false	false	none	Decoherence in Waveguide Quantum Electrodynamics using Matrix Product States
arxiv_2601.08391v1			physics	false	false	none	Square roots of complexified quaternions
arxiv_2604.23491v1			physics	false	false	none	Amorphous High Density Plutonium
arxiv_2601.10240v1			physics	false	false	none	Large-scale time-series spectroscopy for stellar ages
arxiv_2604.22743v1			physics	false	false	none	Thermometry for a Kagome Lattice Dipolar Rydberg Simulator
arxiv_2604.20957v1			physics	false	false	none	Enhanced Reconstruction of Sub-GeV Neutrinos Charged Current Interactions in LArTPC
arxiv_2602.03116v1			physics	false	false	none	Opposite amplitude phase entropy responses at a non Hermitian avoided crossing
arxiv_2604.20125v1			physics	false	false	none	Autonomous operation of the DIAG0 diagnostic line for 6D phase-space monitoring at LCLS-II
arxiv_2604.22248v1			physics	false	false	none	Vacuum structure of a scalar field on a torus with uniform magnetic flux
arxiv_2604.19320v1			physics	false	false	none	Single-shot quantum neural networks with amplitude estimation
arxiv_2604.21151v1			physics	false	false	none	The $f(Q, T)$ gravity and affine EoS: observational aspects
arxiv_2604.22544v1			physics	false	false	none	Micromorphic effects in an octet truss lattice
arxiv_2604.18711v1			physics	false	false	none	Large Scale Optimization of Disordered Hubbard Models through Tensor and Neural Networks
arxiv_2604.24246v1			physics	false	false	none	The Microchannel X-ray Telescope on board the SVOM mission: in-flight scientific performance
arxiv_2601.10465v1			physics	false	false	none	Nonlinear quantum Kibble-Zurek ramps in open systems at finite temperature
arxiv_2604.20064v1			physics	false	false	none	Symmetry-dictated switching of antiferromagnetic magnon transport in 2D multiferroics
arxiv_2604.19161v1			physics	false	false	none	Spin-orbit-induced quantum chiral phases
arxiv_2601.08019v1			physics	false	false	none	Democratic heliocentric coordinates underestimate the rate of instabilities in long-term integrations of the Solar Syste
arxiv_2604.21091v1			physics	false	false	none	Studying 3D O(N) Surface CFT on the Fuzzy Sphere
arxiv_2601.11125v1			physics	false	false	none	Discovery of a gas-enshrouded broad-line AGN at z $\sim$ 7
arxiv_2601.09319v1			physics	false	false	none	Slip viscosity and strain-rate viscosity in Taylor-Couette laminar flows: Experimental falsification and end-wall effect
arxiv_2604.18581v1			physics	false	false	none	If at First You Don't Succeed, Trispectrum: I. Estimating the Matter Power Spectrum Covariance with Higher-Order Statist
arxiv_2602.04474v1			physics	false	false	none	SN 2017ati: A luminous type IIb explosion from a massive progenitor
arxiv_2604.21485v1			physics	false	false	none	Designing interferometers within a single optical beam
arxiv_2601.07987v1			physics	false	false	none	Merging multidimensional equations of state of strongly interacting matter via a statistical mixture
arxiv_2601.11191v1			physics	false	false	none	Spectral evolution of hot hybrid white dwarfs: II. Photometry
arxiv_2604.23571v1			physics	false	false	none	Quantum Skyrmions in Mixed States of Light and their Nested Topology
arxiv_2604.19063v1			physics	false	false	none	Seniority Eigenstate Configuration Interaction
arxiv_2601.07337v3			physics	false	false	none	Multi-wavelength properties of changing-state active galactic nuclei: I. the evolution of soft excess and X-ray continuu
arxiv_2601.08154v1			physics	false	false	none	Observation of the Forbush decrease on 2024 May 10, using the ALPAQUITA air-shower array at the 70-1000 GV rigidity rang
arxiv_2604.24604v1			physics	false	false	none	Step- and terrace-resolved crystal truncation rod scattering from vicinal surfaces under coherent heteroepitaxy
arxiv_2601.10982v1			physics	false	false	none	A Novel, Beam-based Formalism for Active Impedance of Phased Arrays
arxiv_2604.18956v1			physics	false	false	none	Lecture notes on non-elliptic Fredholm theory
arxiv_2601.09283v1			physics	false	false	none	Representative-volume sizing in finite cylindrical computed tomography by low-wavenumber spectral convergence
arxiv_2604.21610v1			physics	false	false	none	$γZ$-exchange contribution in elastic $ep$ scattering by perturbative QCD
arxiv_2604.23346v1			physics	false	false	none	Bayesian phase transition for the critical Ising model: Enlarged replica symmetry in the epsilon expansion and in 2D
arxiv_2602.04618v1	10.21996/0987122a-4cc6-48ce-bfc4-86e2e6d52f19		physics	false	false	none	HoloHema: Digital Holographic Hematology Analyzer
arxiv_2602.03287v1			physics	false	false	none	Single crystal growth and properties of Au- and Ge-substituted EuPd$_2$Si$_2$
arxiv_2601.07289v1			physics	false	false	none	A universal lower bound on the photon sphere radius in higher-dimensional black holes
arxiv_2604.24254v1			physics	false	false	none	The SVOM / ECLAIRs Scientific Analysis Pipeline
arxiv_2601.10938v1			physics	false	false	none	Are Universal Potentials Ready for Alkali-Ion Battery Kinetics?
arxiv_2604.22316v1			physics	false	false	none	A direct derivation of an effective Hamiltonian in non-relativistic quantum electrodynamics
arxiv_2601.07736v1			physics	false	false	none	Epicyclic motion of charged particles around a weakly magnetized Kiselev black hole
arxiv_2604.20456v1			physics	false	false	none	How Invisible: Regressing The Key Model Parameter for Semi-visible Jet Searches
arxiv_2604.18127v1			physics	false	false	none	A Slow-Time Receiver Interface for Turbulent Free-Space Quantum Polarization Links
arxiv_2602.04553v1			physics	false	false	none	Exterior complex scaling enables physics-informed neural networks for quantum scattering
arxiv_2601.09305v1			physics	false	false	none	Progressive Mixture-of-Experts with autoencoder routing for continual RANS turbulence modelling
arxiv_2601.11504v1			physics	false	false	none	Visualization of Tunable Electronic Structure of Monolayer TaIrTe$_4$
arxiv_2601.09006v1			physics	false	false	none	GOUHFI 2.0: A Next-Generation Toolbox for Brain Segmentation and Cortex Parcellation at Ultra-High Field MRI
arxiv_2601.10317v1			physics	false	false	none	Multimessenger Prospects for Low-Luminosity Gamma-Ray Bursts: Joint Neutrino and X-Ray Observations
arxiv_2601.09266v1			physics	false	false	none	Scale Invariance Breaking and Discrete Phase Invariance in Few-Body Problems
arxiv_2604.23429v1			physics	false	false	none	Multi-photon schemes for mid-infrared detection
arxiv_2604.18317v1			physics	false	false	none	Perfect quantum strategies for quantum magic rectangular games: a complete structural characterization
arxiv_2601.09785v1			physics	false	false	none	Superball of Strings
arxiv_2604.20312v1			physics	false	false	none	Perfect spin nonreciprocity in gated superconducting altermagnetic heterostructures
arxiv_2601.07777v1			physics	false	false	none	Serial vs parallel recall in the Blume-Every-Griffiths neural networks
arxiv_2604.21650v1			physics	false	false	none	Modeling of the magnetic stellar wind braking of the ssrAp 33 Lib (HD137949)
arxiv_2601.09810v1			physics	false	false	none	Calibrating Mid-Infrared Emission Features As Diagnostics of Star Formation in Infrared-Luminous Galaxies via Radiative 
arxiv_2602.04783v1			physics	false	false	none	Reducing the Cost of Unitary Coupled Cluster via Active Space Partitioning
arxiv_2604.19911v1			physics	false	false	none	Semi-device-independent self-testing of unitary operations
arxiv_2601.07706v1			physics	false	false	none	Assembly to Quantum Compiler
arxiv_2604.22588v1			physics	false	false	none	Analytical and Compressed Simulation of Noisy Stabilizer Circuits
arxiv_2604.22368v1			physics	false	false	none	Entanglement Enhanced Sensing with Qubits affected by non-Markovian Dephasing
arxiv_2604.23992v1			physics	false	false	none	Reconstructing the cosmic expansion with a generalized q(z) parameterization: A decelerating Universe from late-time con
arxiv_2604.23668v1			physics	false	false	none	Two Exciting High-redshift Galaxy Candidates Turn Out to Be Two Exciting Ultra-cool Brown Dwarfs
arxiv_2604.23185v1	10.1093/pasj/psag050		physics	false	false	none	The line modulations of H-like Fe, Ca, Ar, and S observed with $XRISM$/Resolve in Cyg X-3
arxiv_2604.20379v1			physics	false	false	none	Emergence of Transport Regimes from the Axial Field-Induced Interfacial Gradients in Uniform Surface Potential Nanopores
arxiv_2602.04276v1			physics	false	false	none	Study of $\barΛ$-$p$ Annihilation into Light Mesons
arxiv_2602.04519v1			physics	false	false	none	Emergence of cyclic flux eruptions in kinetic simulations of magnetized spherical accretion onto a Schwarzschild black h
arxiv_2604.18999v1			physics	false	false	none	Integrated Supermode Photonics Enabled by Supersymmetric Transformation
arxiv_2601.07652v2			physics	false	false	none	Role of Shafranov shift, zonal structures on the behavior of TAEs, AAEs and microinstabilities in the presence of energe
arxiv_2601.10509v2			physics	false	false	none	Reply to "Comment on Nuclear Fusion 66, 016012 (2026) by Richard Fitzpatrick, A Simple Model of Current Ramp-Up and Ramp
arxiv_2604.21257v1			physics	false	false	none	Observation of a new excited charm-strange meson $D_{s1}(2933)^+$ in $B^0\to D^+ D^- K^+ π^-$ decays
arxiv_2601.09257v1			physics	false	false	none	Evolution from three-dimensional charge density wave to one-dimensional stripe order in CsV$_{3-x}$Ti$_x$Sb$_5$
arxiv_2604.22691v1			physics	false	false	none	WAsp: The Wideband (W) Adaptive-Scale Pixel (Asp) Deconvolution Algorithm for Interferometric Imaging
arxiv_2602.04560v1			physics	false	false	none	Control protocols for harmonically confined run-and-tumble particles
arxiv_2604.21301v1			physics	false	false	none	Scalable Photonic Neural Networks via Surrogate Scattering-Matrix Inverse Design
arxiv_2604.24651v1	10.1126/sciadv.abf9809		physics	false	false	none	Electrical tunability of terahertz nonlinearity in graphene
arxiv_2604.20559v1			physics	false	false	none	Observation of impact parameter dependent modifications of nuclear parton distributions in photonuclear Pb+Pb collisions
arxiv_2601.09376v1			physics	false	false	none	Interplay of Micellar Architecture and Viscosity Governs Active Droplet Motility
arxiv_2604.19959v1			physics	false	false	none	Sub-GeV dark matter from cosmic ray bremsstrahlung in the atmosphere
arxiv_2601.09030v1			physics	false	false	none	Strain-Driven "Sinusoidal" Valley Control of Hybridized $Γ-\mathrm{K}$ Excitons
arxiv_2604.22683v1			physics	false	false	none	Landau Analysis of One-Cycle Negative Geometries
arxiv_2602.04274v1			physics	false	false	none	Limb Shift of the Fe I 6569 Å line on the Sun
arxiv_2604.20152v1			physics	false	false	none	Impact of nuclear deformation on particle production in $Ne+Ne$ collisions at \texorpdfstring{\five}{sqrt(sNN)=5.36 TeV}
arxiv_2601.07587v1			physics	false	false	none	Performance of the Pair Spectrometer in Hall D at Jefferson Lab
arxiv_2604.21499v1	10.1103/jwy8-cqcm		physics	false	false	none	Controlled Manipulation of Intermediate State in a Type-I Superconductor
arxiv_2604.22645v1			physics	false	false	none	Correctness of Biot's model of in situ leaching for incompressible liquid and compressible solid components
arxiv_2601.07166v1			physics	false	false	none	Dynamic Water-Wave Tweezers
arxiv_2601.08239v1	10.1002/advs.202522151		physics	false	false	none	Large room temperature anomalous Nernst effect coupled with topological Nernst effect from incommensurate spin structure
arxiv_2602.03654v1			physics	false	false	none	Noisy nonlocal aggregation model with gradient flow structures
arxiv_2601.10640v1			physics	false	false	none	Cosmoglobe DR2. VI. Disentangling hot and cold thermal dust emission with Planck HFI
arxiv_2604.21405v1			physics	false	false	none	Supermassive Black Hole Winds in X-rays: SUBWAYS IV. Tracing Radio Emission and Unveiling the Role of Winds
arxiv_2601.08552v1			physics	false	false	none	Linear Canonical-Ensemble Quantum Monte Carlo: From Dilute Fermi Gas to Flat-Band Ferromagnetism
arxiv_2601.09020v1			physics	false	false	none	Casimir effect with dielectric matter in salted water and implications at the cell scale
arxiv_2601.11092v1			physics	false	false	none	Emission-line Diagnostics at $z\gtrsim 2$: A Probe of the Ionizing Spectrum and $α$ Enhancement Beyond Cosmic Noon
arxiv_2604.22561v1			physics	false	false	none	Influence of Ni Doping on the Structural, Morphological, Optical, and Electrical Properties of Nanocrystalline Cd1-xMnxS
arxiv_2604.19964v1			physics	false	false	none	Nudged Elastic Membranes for Constructing Reduced Two-Dimensional Potential Energy Surfaces
arxiv_2601.11383v1			physics	false	false	none	Measurements of H$\toττ$ cross-section at FCC-ee
arxiv_2604.21974v1			physics	false	false	none	The Effects of Complex Accretion Disk Geometry on Broadened Iron K$α$ Lines
arxiv_2604.22523v1			physics	false	false	none	Magnetoelastic Waves in Ferromagnetic Thin Films Mediated by Dipolar Interactions
arxiv_2601.07080v1			physics	false	false	none	Magma Ocean Waves and Thermal Variability on Lava Worlds
arxiv_2604.22071v1	10.1038/s41550-026-02837-2		physics	false	false	none	Large language models are not the problem
arxiv_2604.19997v1			physics	false	false	none	Introduction to transverse momentum imaging
arxiv_2601.08337v1	10.1016/j.ultras.2025.107733		physics	false	false	none	Adiabatic Lamb modes in 3D tapered waveguides: Cut-off effects and ZGV resonances
arxiv_2604.18160v1			physics	false	false	none	Programmable recirculating bricks mesh architecture for photonic neural networks
arxiv_2601.08068v1			physics	false	false	none	Quantum Energetic Advantage before Computational Advantage in Boson Sampling
arxiv_2601.08772v1			physics	false	false	none	Enhancing classical simulation with noisy quantum devices
arxiv_2604.18028v1			physics	false	false	none	Design of High-energy Proton-beam Experiment Station at CSNS
arxiv_2601.09501v1			physics	false	false	none	Ab initio study of carrier mobility in Bi$_2$O$_2$Se
arxiv_2601.09363v1			physics	false	false	none	Efficient State Preparation for Quantum Machine Learning
arxiv_2604.20230v1			physics	false	false	none	Crystal structure prediction with nuclear quantum and finite-temperature effects via deep free energy learning
arxiv_2602.04409v1			physics	false	false	none	Probing Instanton Dynamics in the Pion Vector Form Factor with Wilson Flow
arxiv_2604.18676v1			physics	false	false	none	Binary Evolution Can Mimic the Pair-Instability Mass Gap in Black Hole Mergers
arxiv_2601.08872v1			physics	false	false	none	Explainable Galaxy Interaction Prediction with Hybrid Attention Mechanisms
arxiv_2604.22081v1			physics	false	false	none	Insect-inspired modular architectures as inductive biases for reinforcement learning
arxiv_2601.08364v1			physics	false	false	none	Verification of continuous variable entanglement with undetected photons
arxiv_2604.18070v1			physics	false	false	none	A Type-I Seesaw Framework with Non-Holomorphic Modular Symmetry
arxiv_2604.18188v1			physics	false	false	none	Understanding the complex morphology of a CME II: how pre-eruptive conditions shape CME evolution
arxiv_2601.10579v1			physics	false	false	none	HST Observations of HD 166620 and Tau Ceti: First UV Spectra of a Magnetic Grand Minimum Star and the Extent of Tau Ceti
arxiv_2604.24264v1			physics	false	false	none	Alert Chain and Observation Planning for Ground Wide Angle Camera Network
arxiv_2604.23209v1			physics	false	false	none	Non-Hermitian corner skin effect in a two-dimensional photonic crystal
arxiv_2604.20088v1			physics	false	false	none	CVaR-Assisted Custom Penalty Function for Constrained Optimization
arxiv_2604.20277v1			physics	false	false	none	Domain-Wall-Mediated Ultralow-Barrier Sliding and Pinning in Ferroelectric Moiré Superlattices Revealed by Machine Learn
arxiv_2605.08957v1			physics	false	false	none	Bilateral breast gradient insert prototype for strong diffusion encoding at 3T
arxiv_2604.21035v1			physics	false	false	none	Masked-Token Prediction for Anomaly Detection at the Large Hadron Collider
arxiv_2601.11167v1	10.1016/j.newton.2025.100368		physics	false	false	none	Two-dimensional Intrinsic Janus Structures: Design Principle and Anomalous Nonlinear Optics
arxiv_2604.20371v1			physics	false	false	none	Level crossings and superradiant quantum phase transition for a two-qutrit quantum Rabi model
arxiv_2604.19203v1			physics	false	false	none	When heat goes astray -- non-local heating in a semiconductor
arxiv_2601.08823v1			physics	false	false	none	Lattice-based equation of state with a critical point from constant entropy contours and its comparison to effective QCD
arxiv_2604.21118v1			physics	false	false	none	Unruh-DeWitt Detector Response in Toroidal Spacetime
